0,1,494,211,490,220,40,0,1
1,1,317,228,310,220,40,983,1
2,1,386,321,400,310,40,566,1
3,1,478,312,490,310,40,534,1
4,1,306,407,310,400,40,534,1
5,1,209,214,220,220,40,517,1
6,1,217,483,220,490,40,649,1
7,1,404,496,400,490,40,533,1
8,1,490,402,490,400,40,500,1
9,1,484,470,490,490,40,517,1
10,1,324,396,310,400,40,500,1
11,1,298,313,310,310,40,467,1
12,1,492,314,490,310,40,518,1
13,1,484,233,490,220,40,482,1
14,1,221,215,220,220,40,517,1
15,1,225,228,220,220,40,467,1
16,1,298,227,310,220,40,450,1
17,1,492,495,490,490,40,533,1
18,1,379,208,400,220,40,549,1
19,1,215,512,220,490,40,568,1
20,1,302,399,310,400,40,433,1
21,1,301,303,310,310,40,450,1
22,1,391,480,400,490,40,533,1
23,1,484,304,490,310,40,484,1
24,1,240,503,220,490,40,567,1
25,1,410,194,400,220,40,567,1
26,1,401,327,400,310,40,450,1
27,1,307,502,310,490,40,517,1
28,1,464,309,490,310,40,550,1
29,1,223,309,220,310,40,584,1
30,1,422,504,400,490,40,550,1
31,1,257,345,220,310,40,616,1
32,1,280,322,310,310,40,533,1
33,1,320,420,310,400,40,451,1
34,1,236,402,220,400,40,499,1
35,1,305,305,310,310,40,484,1
36,1,232,489,220,490,40,567,1
37,1,311,305,310,310,40,483,1
38,1,488,243,490,220,40,483,1
39,1,478,393,490,400,40,566,1
40,1,386,398,400,400,40,417,1
41,1,383,303,400,310,40,501,1
42,1,499,400,490,400,40,566,1
43,1,305,309,310,310,40,516,1
44,1,300,232,310,220,40,502,1
45,1,310,497,310,490,40,582,1
46,1,305,205,310,220,40,617,1
47,1,226,405,220,400,40,550,1
48,1,394,230,400,220,40,550,1
49,1,413,486,400,490,40,533,1
50,1,228,303,220,310,40,533,1
51,1,393,319,400,310,40,568,1
52,1,335,489,310,490,40,466,1
53,1,483,497,490,490,40,500,1
54,1,308,480,310,490,40,750,1
55,1,203,206,220,220,40,517,1
56,1,214,232,220,220,40,617,1
57,1,312,399,310,400,40,483,1
58,1,311,326,310,310,40,417,1
59,1,487,234,490,220,40,533,1
60,1,322,400,310,400,40,599,1
61,1,511,498,490,490,40,484,1
62,1,203,220,220,220,40,1034,1
63,1,299,292,310,310,40,466,1
64,1,482,404,490,400,40,518,1
65,1,302,407,310,400,40,532,1
66,1,224,498,220,490,40,502,1
67,1,220,412,220,400,40,415,1
68,1,416,405,400,400,40,501,1
69,1,458,315,490,310,40,484,1
70,1,395,207,400,220,40,450,1
71,1,211,399,220,400,40,498,1
72,1,466,218,490,220,40,585,1
73,1,284,316,310,310,40,532,1
74,1,497,228,490,220,40,585,1
75,1,322,231,310,220,40,483,1
76,1,217,404,220,400,40,533,1
77,1,398,477,400,490,40,533,1
78,1,236,301,220,310,40,517,1
79,1,511,483,490,490,40,567,1
80,1,410,407,400,400,40,466,1
81,1,395,307,400,310,40,484,1
82,1,396,307,400,310,40,666,1
83,1,412,405,400,400,40,517,1
84,1,415,471,400,490,40,467,1
85,1,479,323,490,310,40,550,1
86,1,404,406,400,400,40,468,1
87,1,475,225,490,220,40,532,1
88,1,477,305,490,310,40,483,1
89,1,405,223,400,220,40,417,1
90,1,227,218,220,220,40,567,1
91,1,227,214,220,220,40,533,1
92,1,320,484,310,490,40,566,1
94,1,323,308,310,310,40,685,1
95,1,385,235,400,220,40,583,1
96,1,218,315,220,310,40,450,1
97,1,233,390,220,400,40,467,1
98,1,503,485,490,490,40,566,1
99,1,303,224,310,220,40,584,1
100,1,487,308,490,310,40,483,1
101,1,392,315,400,310,40,469,1
102,1,224,403,220,400,40,515,1
103,1,296,408,310,400,40,432,1
104,1,216,202,220,220,40,517,1
105,1,392,308,400,310,40,535,1
106,1,395,405,400,400,40,432,1
107,1,475,239,490,220,40,517,1
108,1,242,477,220,490,40,682,1
109,1,469,207,490,220,40,635,1
110,1,203,305,220,310,40,683,1
111,1,415,217,400,220,40,618,1
112,1,317,315,310,310,40,466,1
113,1,399,255,400,220,40,515,1
114,1,416,400,400,400,40,652,1
115,1,471,234,490,220,40,499,1
116,1,481,412,490,400,40,517,1
117,1,413,481,400,490,40,533,1
118,1,322,300,310,310,40,501,1
119,1,291,478,310,490,40,616,1
120,1,399,226,400,220,40,617,1
121,1,403,409,400,400,40,466,1
122,1,403,483,400,490,40,484,1
123,1,473,412,490,400,40,483,1
124,1,390,308,400,310,40,467,1
125,1,244,225,220,220,40,601,1
126,1,243,485,220,490,40,832,1
127,1,243,405,220,400,40,750,1
128,1,382,403,400,400,40,484,1
129,1,371,209,400,220,40,567,1
130,1,233,495,220,490,40,750,1
131,1,314,310,310,310,40,467,1
132,1,397,307,400,310,40,416,1
133,1,397,316,400,310,40,466,1
134,1,236,308,220,310,40,551,1
135,1,464,491,490,490,40,683,1
136,1,497,476,490,490,40,1200,1
137,1,377,208,400,220,40,583,1
138,1,313,215,310,220,40,467,1
139,1,330,399,310,400,40,466,1
140,1,484,324,490,310,40,534,1
141,1,471,210,490,220,40,484,1
142,1,395,318,400,310,40,466,1
143,1,199,201,220,220,40,634,1
144,1,389,216,400,220,40,500,1
145,1,389,423,400,400,40,484,1
146,1,313,312,310,310,40,482,1
147,1,213,216,220,220,40,468,1
148,1,239,216,220,220,40,865,1
149,1,493,317,490,310,40,567,1
150,1,409,477,400,490,40,584,1
151,1,223,305,220,310,40,484,1
152,1,415,489,400,490,40,667,1
153,1,241,490,220,490,40,716,1
154,1,290,233,310,220,40,700,1
155,1,405,498,400,490,40,633,1
156,1,189,492,220,490,40,517,1
157,1,512,493,490,490,40,667,1
158,1,297,311,310,310,40,483,1
159,1,242,401,220,400,40,449,1
160,1,480,410,490,400,40,518,1
161,1,461,210,490,220,40,483,1
162,1,488,309,490,310,40,450,1
